timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
12/07/2024 19:33:07.628367,-11.1194466222,1.1006983959999999,-1.3459627125,0.001832595714594046,0.22510384027596866,0.04260785036431157
12/07/2024 19:33:07.681251,-9.296115801,0.9487541609,-1.3603196481,-0.008552113334772215,-0.02138028333693054,0.06887505560682623
12/07/2024 19:33:07.734157,-9.020941202,1.0576275892,-1.7970097726,0.004734205596034618,0.18891007491273626,0.058795779176558975
12/07/2024 19:33:07.787454,-8.0602229281,0.7489534738,-0.7692924659,0.03466660226773737,-0.015271630954950384,0.06520986417763813
12/07/2024 19:33:07.844091,-7.9011002251999995,1.1856435983,-0.5838487144,0.10201449477906856,-0.0679587577495292,-0.014660765716752368
12/07/2024 19:33:07.897592,-7.9752777258,1.1282158559,-0.7872386353999999,0.20494528741543414,-0.2310597763483993,-0.10888672870879623
12/07/2024 19:33:07.950424,-8.9144605963,0.9894321450999999,-0.48574298779999997,0.30986139207594326,-0.18509216717399865,-0.1980730534857065
12/07/2024 19:33:08.006423,-10.4997055688,0.9523433948,-1.1952148887,0.380721759706913,-0.1036943741841131,-0.24633140730334968
12/07/2024 19:33:08.059649,-12.1698957436,0.5108676251000001,-1.7862420709,0.398895000543304,-0.3301726612460273,-0.18952094015093426
12/07/2024 19:33:08.112645,-12.350553849899999,0.08135596839999999,-2.6452653843,0.44791693590869475,-0.42058071649933354,-0.1469130897866227
12/07/2024 19:33:08.165757,-12.5551401822,0.22492532440000002,-1.7670994901,0.4746422900798579,0.20463985479633515,-0.09086620418195478
12/07/2024 19:33:08.218638,-10.1826565743,-0.40558343069999997,-2.1403798157,0.3999640147101506,-0.1950187272947164,0.0070249502392771765
12/07/2024 19:33:08.271423,-9.4348995118,-0.7022934331,-1.1306086785,0.35567628494079445,-0.09987646644537551,0.045662176555301644
12/07/2024 19:33:08.324420,-8.7302132561,-0.12681959780000002,-0.7680960546,0.32070425005395803,0.12232576394915257,0.07483099167925687
12/07/2024 19:33:08.377293,-8.641678819900001,0.20458633229999998,-0.5216353268,0.2861903640957702,-0.29688050576423547,0.11911872144861299
12/07/2024 19:33:08.430099,-8.6644106346,0.3361915753,-0.33858439789999994,0.3022255765984681,-0.3034473070748641,0.11789699097221695
12/07/2024 19:33:08.483013,-8.73380249,0.3493520996,-0.0346959277,0.34086280291449256,-0.17333301133868687,0.07757988525114795
12/07/2024 19:33:08.535980,-8.7541414821,0.4486542375,0.0801595571,0.41233403578366035,-0.03436116964863836,0.03924809155422248
12/07/2024 19:33:08.588888,-9.8835537493,0.4761716974,0.19860427579999998,0.4315762907868978,0.029321531433504737,0.028405233576207712
12/07/2024 19:33:08.641773,-11.633903481199999,0.5371886737,-1.0360921858,0.39858956792420497,-0.3416263844622401,0.09987646644537551
12/07/2024 19:33:08.694776,-12.134003404600001,0.7668996433,-1.3746765837,0.3205515337444086,-0.20158552860534507,0.1475239550248207
